number;name;year;rate
706;Я – Сэм;2001;1.8323569264553441
581453;Фильм на миллиард долларов Тима и Эрика;2011;0.06714531900202805099
4536;Дуэты;2000;0.22566774518442067177
253117;Семейная тайна;2007;0.95317208915793825073
2796;Воспитание Аризоны;1987;3.8079275155714055
18440;Дрожь земли;1989;1.5151894669941921
2755;Снежные псы;2002;2.4597745860129768
4476;Не оглядываясь назад;1998;0.04441978947368421053
8853;Видеодром;1982;0.35625651800175937027
250229;Самолет президента 2;2006;0.00088351546152057661
14301;Никита;1990;0.54512638807209846240
1973;Детские игры 2;1990;2.1924311383809973
61429;Медовый месячник;2005;0.51375395188238490475
48546;Зло;2003;0.00626011041865323339
102284;Грейси;2007;0.32848203022679422090
108801;Новый свет;2006;0.08526401322037501157
821;Интуиция;2001;1.7962256268419325
18170;Пятница 13 – Часть 5: Новое начало;1985;9.9683724461672283
61373;Вымышленные герои;2004;0.02287663989223206297
432796;Битва у Красной скалы 2;2008;1.2765862857442883
410267;Четвёртый вид;2009;2.5486040611929635
32649;Прощай, король;1989;0.12104583428331641616
4876;Революция;1985;0.01280619852759052208
80844;Инцидент на Лох-Нессе;2004;0.02678056982600298602
19191;Вне циновки;1999;4.1072973254508120
17754;Чего хочет девушка;2003;1.4442173413574647
61265;После заката;2004;1.0224632878943594
466649;Далеко по соседству;2010;0.00162056270328260136
4980;Теневой заговор;1996;0.05138805640753900408
16883;Последние дни;2003;0.98198204888517988710
81555;Загадочная история Бенджамина Баттона;2008;2.2262138848919650
3606;Урбания;2000;4.5869997947541774
660912;Любовь;2012;0.03091998432273280515
765;Ничья земля;2001;0.40638924515634841136
437437;Как знать...;2010;0.40557421851267415390
414547;Пила 6;2009;6.1237647419306197
12521;Пожиратель грехов;2003;0.20160015953547005353
254465;Сигнал;2007;2.5115140541775801
397648;Ранчо любви;2010;0.00551537501023306933
252514;Ангел;2007;0.03373995566090996797
180441;Истинный цвет;2006;0.01092912017066362938
5289;Золотая чаша;2000;0.20336876755279092735
2406;Подруги президента;1999;0.48175984815405356100
518128;Гнев Титанов;2012;2.0351338873438950
105378;Голубой пирог;2006;1.3082642279573226
87753;Королевство;2007;1.2379794016977814
103299;Утомленные солнцем 2: Предстояние;2010;0.17120314692145509246
3659;Это всё она;1998;6.3366988771929825
102199;Лондон;2005;0.01018010833496887502
81756;Мех: Воображаемый портрет Дианы Арбус;2006;0.01860009821137749315
414916;Варенье из сакуры;2010;0.04687716459406288223
4923;Мутанты;1997;0.84934965882418319097
4189;Пуленепробиваемый;1996;0.86307814815153535474
3008;Эпоха радио;1987;0.92454870571487518551
328;Властелин колец: Братство кольца;2001;3.3929543116009396
195319;Астерикс на Олимпийских играх;2008;1.14777463791398158135
512601;Битва за свободу;2012;0.47273715110194693683
2771;Ромео + Джульетта;1996;3.1966444983259993
4140;Стигматы;1999;1.7257333834802637
6803;Дитя человеческое;2006;0.91756758532904855366
437599;Детектив Ди и тайна призрачного пламени;2010;3.9787143472083499
1705;Йентл;1983;3.3515749694905868
647885;Синевир;2013;0.09666833333333333333
830;Корабельные новости;2001;0.30090041442439163552
83392;Дневник безумной черной женщины;2005;9.2060181605717116
85212;Пульс: Одиссея Стомп;2002;3.3621719493668809
5900;Хроники Риддика;2004;1.09873096937563877107
6147;Крайние меры;1996;0.45737173355176659589
195290;Спокойной ночи;2005;0.00149603058885128723
1590;Абсолютно точно;1985;4.0301181924645674
5619;Звездные войны: Эпизод 3 – Месть Ситхов;2005;7.5221027194531942
484441;Пусть летят пули;2010;5.7979452624103999
3552;Доносчик;1998;0.03034181818181818182
61214;Меня там нет;2007;0.58320580058659789918
5927;Судья Дредд;1995;0.38548311810061213390
8023;Любимец учителя;2004;0.64919686749168115971
586584;Семь психопатов;2012;1.2948173813716125
579927;То, что её заводит;2011;0.04037563717601446690
86573;Невидимый;2007;0.89367041783248186013
684051;Ромео и Джульетта;2013;0.00253666666666666667
427122;Добро пожаловать в Zомбилэнд;2009;4.3386245661834776
582220;Страсть;2012;0.00307269036244458790
8826;Отчаянный;1995;3.6293492277353274
571954;Страшная любовь Джонни Икс;2012;0.00121752807352019158
1597;День отца;1997;0.33645147810075933433
3690;Счастливчик Гилмор;1996;3.2353416072684040
252031;Братство танца;2007;5.8085480812923733
468193;Служебный роман. Наше время;2011;2.9300002907234730
464279;Обряд;2011;2.5985847237704742
79893;Секс ради выживания;2005;0.03999996319456457330
430658;Три семьи;2010;0.14357676299091333954
88253;Месть;2006;0.66128526323633270264
18297;Накойкаци;2002;0.04435243021641972024
8841;Железо;1990;3.8193030507114294
195385;Мисс Поттер;2006;1.1683846983264656
171728;Пираньи 3D;2010;3.4661736287608686
49887;Восстание;2005;0.12375466214556388451
18385;Лак для волос;1988;3.3355544172681823
70944;Розовая пантера;2006;1.9856419579309150
277413;Натюрморт;2006;0.06144158657546900086
195913;Свидание вслепую;2007;0.00281428857525323327
851;Портной из Панамы;2001;0.65379723336579305432
802;Вернись ко мне;2000;1.3634499153849800
243596;Хроники Нарнии: Принц Каспиан;2008;1.8651803023300106
303;Управление гневом;2003;1.8086109830733892
63983;Без ума от любви;2005;0.00300049418199216279
22135;Замороженный ужас;1999;0.16091379853784047281
252268;Паранойя;2007;5.8880068679592212
7902;Испанка;2002;0.77782436455221882047
455555;Санта на продажу;2010;0.09139752079407948218
35791;Вверх и вниз с куколками;2001;0.04911285984129629360
325598;Репортаж;2007;14.8132271245463222
3952;Фландрийский пес;1999;0.30937663622454497095
23149;Шоу Джимми;2001;0.00099989810924210004
6376;Потерянный в снегах;2003;0.02809878221856577700
4065;Отряд Беверли Хиллз;1989;0.47271348241354266496
675498;Майор;2013;0.06048300000000000000
568023;Поэма спасения;2009;2.2870437864180042
6045;Однажды укушенный;1985;3.1250000715840520
574726;Со склонов Кокурико;2011;2.7744475135299637
465674;Рио;2011;5.3848259433175800
160979;Башни-близнецы;2006;2.5072344617902812
379;Волшебник страны Оз;1939;0.56319769028559724200
761;Отсчет убийств;2002;0.63891497040427343502
662375;Шахид;2012;0.01215264278395618867
16751;Большое приключение Пи-Ви;1985;6.8234440948003481
9610;Сладкий и гадкий;1999;0.14107612048978587900
7192;Беспутная Роза;1991;0.83554944171120860841
414987;Элвин и бурундуки 2;2009;5.9085313875299391
494;Другие;2001;5.6778052304303014
281305;Тот, кто гасит свет;2008;0.12520966374263093115
3848;Возмездие Макса Кибла;2001;0.69177171424786915282
4914;Ураган;1999;1.0139848211285407
23550;Остров дьявола;1996;0.00194349584493991771
6029;За кровь платят кровью;1993;0.12847379392790587798
409880;Нереальный блокбастер;2008;1.7408411951919655
89913;Мобила;2005;10.0111216280170374
3510;Я сделаю все;1994;0.26061612209604825260
6304;Рыжая Соня;1985;0.38819178411271339662
360064;Closing Escrow;2007;0.01453164734973221924
419320;Беллфлауэр, Калифорния;2011;9.8958145814581458
3890;Приключения Плуто Нэша;2002;0.04420079325542163797
464168;Дьявол;2010;6.2695490204012116
279610;Тетро;2009;0.10370433670213468261
4973;Прямая и явная угроза;1994;1.9707696255444128
6318;Отряд «Стиляги»;1999;0.26527986087953754787
20145;Слон;2003;0.42231814020232550983
18178;Кордебалет;1985;0.52603328002078520835
61249;Тачки;2006;3.8498467009876881
462662;Охотник за головами;2010;3.4077581625134168
226085;Обратная сторона любви;2006;0.03043412297622401873
631;Авансцена;2000;0.59313533214759234809
261097;Чернильное сердце;2008;1.0408393587160583
88103;Что такое любовь;2007;0.00222358967656304012
6401;Каково врать в Америке;1997;0.07970217456714372027
6878;Их собственная лига;1992;2.6883482007876732
397801;Аутсайдеры;2008;0.50161069952155703611
9295;Безумные подмостки;1992;0.19001229744535278056
3461;Майкл Коллинз;1996;0.44370234522526241497
84911;Лицо;2004;0.02703768861902224724
277209;Тихий город;2007;6.2447257383966245
713464;Split: A Deeper Divide;2012;0.01558409175913227777
2906;Побег из Лос-Анджелеса;1996;0.50954729474273760134
325464;На трезвую голову;2008;0.83967757122455665607
702731;Безумно влюблённый;2013;0.15053946954383756713
17643;Законы привлекательности;2004;0.55847672232666150614
260315;Мы из будущего;2008;1.6456999787506598
50598;Перед закатом;2004;2.1557961916625487
12191;Молли;1999;0.00084044459814826310
197850;Пивной бум;2006;1.0962962299577325
8108;Скрытая угроза;2001;0.60328126716396445828
671705;О чём молчат девушки;2013;1.4713912000000000
6387;Городские девчонки;2003;1.8591247382608190
4174;Множество;1996;0.46833365109503224333
450476;Исчезновение Элис Крид;2009;0.20872473375602286741
1808;Все говорят, что я люблю тебя;1996;0.48795999465620973405
4589;Не могу дождаться;1998;2.5605014736842105
4987;Три короля;1999;0.80869381119065559087
3625;С первого взгляда;1999;0.37275221336720488846
1800;Нецелованная;1999;2.2189902721669373
21624;Любимчик;2004;0.89710890786736522453
745274;Остров везения;2013;2.4018325000000000
535406;Укрытие;2011;0.34605924332330592372
450765;Меняющие реальность;2011;2.5072427526063945
63987;Глубина;2003;0.02645207736753683000
463782;Криминальная фишка от Генри;2011;0.00854502164805760404
252857;911: Мальчики по вызову;2006;2.1954204824576662
412290;Бессердечный;2009;0.00073938563508678245
422777;Бумажный солдат;2008;0.06566372456157760330
4072;Свидание вслепую;1987;2.1845397326112441
4492;Амнезия;2003;0.50397195349862373375
404178;Буш;2008;1.1755563380258542
402086;Богема;2008;0.02468455644703926171
8137;Черепашки-ниндзя;1990;10.0196977459709203
6494;Город потерянных детей;1995;0.09658949926941125719
4266;Власть страха;1999;0.91121444723146595942
9546;Смертельные мысли;1991;2.3481196994909319
86895;Слизняк;2006;0.81705266334088483065
7094;Призрак дома на холме;1999;1.14263938644280803421
666935;Кадры;2013;0.77022006896551724138
79835;Помутнение;2006;0.68770202814459935377
103518;Глупый парень;2004;0.37658342200829318837
1564;История о нас;1999;0.54200061835819492205
2342;Бездна;1989;0.78017265742589144979
4593;То, что ты делаешь;1996;0.99451600042498630657
256110;Незаконное предложение;2007;1.0356116078530640
18112;Любовное письмо;1999;0.41512388372157485277
252022;Илья Муромец и Соловей Разбойник;2007;4.8698392524875917
77891;Выкупить Кинга;2005;0.26723513031829820199
8226;Фантазия 2000;1999;0.75819275064595066592
462056;Железный кулак;2012;1.0422726471600670
393872;Герцогиня;2008;1.7297297030106823
21537;Последние дни диско;1998;0.37757508771929824561
257774;Обитаемый остров;2008;0.59830436257316257075
488851;Письмо милосердия;2010;12.1536843789109181
86991;Доброй ночи и удачи;2005;4.5082866065284199
454922;Романтики;2010;0.02367192781532023682
77531;Тренер Картер;2005;2.2421626160030274
87218;Братья по оружию;2005;0.00244240959385555113
80221;38-я параллель;2004;0.08680163210117318267
683;Госфорд парк;2001;4.4320224724926292
407638;Girls Rock!;2007;0.88484037618289598328
464282;Впритык;2010;3.2581665319556868
437410;Темный рыцарь: Возрождение легенды;2012;4.3377564037645959
281172;Баскетбол в стиле кунг-фу;2008;2.2896727839954150
618935;Наши матери, наши отцы;2013;0.00689738369310750348
16948;Шанхайский сюрприз;1986;0.13621662744855182367
2349;Бриолин;1978;31.3983146423194951
584451;Гильотина;2012;0.00035262693946457136
105871;Последняя зима;2006;0.66379622134577958424
461784;Счастливчик;2011;3.6982856077016924
4022;Маменькин сыночек;1998;7.0213758962623951
11905;Чуткий сон;1992;0.21017216803823141791
17018;Таблоид;2004;0.11704687216028914043
571252;Коллекционер 2;2012;0.68420582259687907421
587288;Тэд Джонс и Затерянный город;2012;6.3588132500588672
497913;Брат;2010;28.9571167883211679
673;Четыре пера;2002;0.52303331665490401963
1653;Дом на краю света;2004;0.15844176219265567054
71078;Новая Франция;2004;0.07697268366071552610
497233;Значит, война;2012;2.4075581497912426
3502;Боги и монстры;1998;0.64516273684210526316
36003;Извне;1986;0.28022215295792341919
15139;Куда приводят мечты;1998;0.65156383900928792570
22524;Соседи;1981;3.5195538659704462
782;Заплати другому;2000;0.83799070236575092837
351;Красота по-американски;1999;8.6731067364474736
287872;Замерзшая река;2008;5.2893513998626768
12311;Восемь выходят из игры;1988;0.94675252333837830740
666578;Кэти Перри: Частичка меня;2012;2.7272464281879779
5974;Заваруха в городе;1984;1.5339595247958880
732770;Возвращение Буратино;2013;0.08937666666666666667
102232;Беовульф;2007;1.3085009025585682
409338;Типа крутой охранник;2009;1.3337402148004063
2866;Доктор Джекилл и Мисс Хайд;1995;0.34537746943910399577
220326;Иоанна – женщина на папском престоле;2009;0.85987557063307194924
503;Парни что надо;1983;0.78489266240931290512
430785;Скелеты Железного острова;2009;0.00308430970735513652
589;Анатомия;2000;0.00192818569110049684
7358;Дархэмские быки;1988;7.2698186752193007
558506;Джастин Бибер: Никогда не говори никогда;2011;7.5724582204591474
273293;Человек-волк;2010;0.94774606970951665381
103785;Не пойман – не вор;2006;4.0972500892030428
22482;Приманки;2004;0.01694658988441807400
506239;Любовь;2012;0.75724627062836935701
403;Бегущий по лезвию;1982;1.1738908261152725
61238;Элизабеттаун;2005;1.1563309213504650
3959;Анаконда;1997;1.4641281741775473
2260;Тарзан;1999;1.3160909146206227
3924;Ла бамба;1987;8.3408334881678105
676266;Первый мститель: Другая война;2014;1.8137839588235294
41895;Нулевой день;2003;0.42328480688049867834
791;Доказательство жизни;2000;0.50152201029905326433
3689;Автостоянка;1996;0.19562650073479580462
2403;Обезьянья кость;2001;0.07215998691743144286
433763;Третье желание;2009;0.41726774379688401616
3787;Байки из склепа: Демон ночи;1995;1.7574289004433245
1105;Малкольм Икс;1992;1.4596942549069612
656294;Спасти мистера Бэнкса;2013;3.2155594285714286
102376;Кровавый алмаз;2006;1.71407179100688659355
5561;Оскар и Люсинда;1997;0.15954545087490760718
7234;Медовый месяц в Лас-Вегасе;1992;1.4083541456854976
23045;Spring Forward;1999;0.05873541469567959634
463695;Любовь и другие лекарства;2010;3.4273335890476646
17452;ППУ;1994;0.54125247404533990645
257669;Жизнь;2007;0.00240463668062180033
41876;Ты не одинок;2003;0.08946963757558219743
4777;Кровавый спорт;1988;7.8707477091615784
5273;Шрек 2;2004;6.1377710531777979
5247;Виртуозность;1995;0.80158918038395685186
676308;Сердце льва;2013;0.00135746311028735145
5477;Дом;1985;6.4815440653878917
11017;В погоне за Эми;1996;48.0851762850598881
195283;Отважная;2007;0.99696661165904165591
418220;Оставшееся время;2009;0.15766774733539197834
416088;Отдамся в хорошие руки;2009;0.11449629497188946501
277327;1612;2007;0.48207305021825297423
405;История игрушек 2;1999;2.7316908819144126
445175;Безумное свидание;2010;2.7684342121908005
1965;Время убивать;1996;2.7191501677284656
25411;Новые приключения Пеппи Длинныйчулок;1988;0.71398784396234654977
260338;Я остаюсь;2006;0.78360587976956263401
577673;Место под соснами;2012;2.6407736086491895
3561;Дневник памяти;2004;3.9839206967765546
8246;Король и я;1999;0.47826152844780218565
415322;Неуловимый Люк;2009;0.42288899397520885703
464090;Секретная служба Санта-Клауса;2011;1.48908557907348462705
7440;Кэрри 2: Ярость;1999;0.84584308803882251323
9711;С унынием в лице;1995;0.63431791770375400870
820;Секретарша;2001;1.0149201526232308
6128;Супершпион;2000;0.11701439422228914817
7685;Рожденный четвертого июля;1989;5.0001213283842872
427198;Социальная сеть;2010;4.4984063606235941
40510;В поисках брата;2000;0.59659086744200706925
397670;Ж.К.В.Д.;2008;0.15757878001052371597
258877;Реванш;2007;0.00828282229011961147
1586;Американский президент;1995;0.96902412682107302988
4928;Семейка придурков;1996;0.09967953618529115906
102394;Византийская принцесса;2006;0.12945843580119870872
629;Безумный Сесил Б.;2000;0.12846458557210064667
261376;Детки в порядке;2010;5.2028413116771789
18295;Сириана;2005;1.8744924024417285
8761;Поездка в Индию;1984;1.6992283352629769
682948;Секреты прошлого;2013;0.12106790909090909091
81924;300 спартанцев;2007;7.0164335705989098
103627;Нас приняли!;2006;1.6725985490857317
35764;Апрельские дожди;2003;0.01637652353745533048
2616;Черный дождь;1989;3.3008610746802499
81608;Вау-вау;2005;0.03353564362913036385
6179;24 часа;2002;0.23577503131435381378
23465;О смерти, о любви;1993;0.06349641541631840522
102482;Блок Пати;2005;3.9061985787763829
181023;The Return;2006;0.34533456187335130217
57252;Проклятие;2002;0.09305122316297032644
568374;Киллер Джо;2011;0.19877613080183343211
102298;Хороший немец;2006;0.18484085255201972301
102124;Пираты Карибского моря: На краю Света;2007;3.2114014213645793
674218;Красавица и чудовище;2014;0.61611589404668661543
474776;4.3.2.1;2010;0.06270637459441038080
3608;С широко закрытыми глазами;1999;0.85678781105225456149
645;Проклятие нефритового скорпиона;2001;0.22779367046035721945
81568;Дурная слава;2006;0.20105514383447311036
64142;Кроваво-красный Аллилуйя;2003;0.12603364474182552708
427878;Кунг-фу Панда 2;2011;4.4379485608364384
23491;Заговор тишины;2003;0.00086583934997873539
447050;Пианомания;2009;0.08938920391490844882
585340;Римские приключения;2012;0.76337440526615567997
2683;На расстоянии удара;1993;0.80359557843390255402
783;Идеальный шторм;2000;1.3044173851957815
3466;Поле;1990;0.18028237260262269873
14471;Любовь Мерфи;1985;2.3744250280891412
264021;Не оставляющий следа;2008;1.5045598339172733
678;Банды Нью-Йорка;2002;0.77812000089334445461
395372;Духless;2011;5.2142866413376559
17027;Дюймовочка;1994;0.40619644906572070862
4543;Дышащая комната;1996;0.03259780750276576486
391886;Призрачный гонщик 2;2012;2.6188421713656914
13954;Остров головорезов;1995;0.10221756543508650766
318;Ограбление по-итальянски;2003;1.7688100129419563
2970;Миссисипи в огне;1988;2.3069295800915873
2896;Шпионы как мы;1985;2.7313173070994115
3772;Шафер;1999;3.7891977972199994
539;Умница Уилл Хантинг;1997;13.8433441815845955
230848;Гнилая дорога;2007;0.00019239778263533105
566270;Уличные танцы 2;2012;1.6751684519351011
506366;Я влюбился в монашку;2013;0.79591000000000000000
4801;Маппеты в космосе;1999;0.69274194504967138484
2602;Царство небесное;2005;1.6280242978214154
574;15 минут славы;2001;0.40672586873643769586
276732;Зачем мы женимся?;2007;3.7241924610655972
414595;Redneck Carnage;2009;0.03525582248303686044
6501;Битва за огонь;1981;1.6767668375153077
8162;Крепкий орешек 3: Возмездие;1995;1.11124999333718730967
6155;Горькая луна;1992;0.15075809963634048098
685;Гамлет;2000;0.78864338397528840698
408;Новые времена;1936;0.10905132527865877196
432711;Последнее изгнание дьявола;2010;19.9554766602900138
6154;На исходе дня;1993;1.5491940903606452
586456;Шрамы 3D;2011;0.18433563083595642400
414662;О, счастливчик!;2009;0.63996254168826469236
100552;Крик совы;2006;0.54117575332127527877
454;Почти знаменит;2000;0.54224750003298593040
5167;Эффект бабочки;2004;7.3892971464014478
11603;Сталинград;1992;0.01191774950308836967
11109;Подземелье драконов;2000;0.33823743712515155202
711;В спальне;2001;21.1356506694911009
9213;Свидание на одну ночь;1997;0.11012428478737194960
495877;Не сегодня;2013;0.19882562500000000000
305;Телефонная будка;2002;3.5820163313647273
430593;Одинокий мужчина;2009;3.5664132014294161
7112;Молодой Шерлок Холмс;1985;1.0966430503352577
488259;Морские динозавры 3D: Путешествие в доисторический мир;2010;1.2193162710036688
512801;Свадебный разгром;2011;0.07800385696876855218
4146;Секретный агент;1996;0.01522937159457881612
889;Герой;2002;1.7284995328061757
602409;Новый Человек-паук: Высокое напряжение;2014;0.66100000000000000000
271941;Чистильщик;2007;0.03272175624282024035
62651;Влюблённые;2000;0.26749995235365608722
281409;Идеальный побег;2009;1.6323313026032732
8851;Ракетчик;1991;1.3344015928752281
1658;Она прекрасна;1997;0.40452499070358293586
215577;Тайна Мунакра;2008;0.24929143402318597501
3926;Балбесы;1985;3.2310358206710240
581;8 миля;2002;2.8475829686142268
106228;Попутчик;2007;1.2699902526660145
7749;Центральный вокзал;1997;1.9298995696181120
271999;Запретное царство;2008;2.3269091400447525
574635;Чико и Рита;2010;0.02870138248372144699
15925;Тролль;1985;4.9552873920824582
5910;Забытые киноленты;1995;0.04070538052471763893
4778;Птица;1988;0.24236507388706605382
8134;Ведьма из Блэр: Курсовая с того света;1999;6388.3095608743594733
279600;Явление;2008;3.4042458574490956
79194;Intermission;2004;0.17939856478831962750
2523;Улыбка, как у тебя;1997;0.18501954166744712557
2056;Октябрьское небо;1999;1.3019120016943135
2022;День независимости;1996;4.0822569108728568
271503;Антидурь;2007;0.28251729075093144609
21127;Чернокнижник 2: Армагеддон;1993;1.3008929529785741
257901;Вожделение;2007;4.4727944496154828
517988;Время;2011;4.3482649704101637
