number;name;year;rate
279885;Колледж;2007;0.89011240133853509235
47257;Угадай, кто?;2005;2.9104580228476102
15527;Милашка;2002;0.57484100948380798875
413447;2012;2009;3.9430608402623112
8800;Человек-метеор;1993;0.26722359876053342854
426002;Легион;2010;2.6122561371815416
7102;Боязнь пауков;1990;1.7163929195760672
597580;Гладиаторы Рима;2012;0.09192753654071293471
7359;Говард-утка;1986;0.44042632341876841302
61273;Переводчица;2005;2.0368115366544005
404230;Шери;2009;0.40722726006104938446
15644;Зона высадки;1994;0.63856255936826745788
2226;Бродяга;1992;0.00062104159368943969
738626;Midget Zombie Takeover;2013;5.3020000000000000
36385;Возвращение миссионера;2003;2.2232321941165981
7320;Джек;1996;1.3026882967521973
4535;Большой толстый лгун;2002;3.2240365861074062
33578;Тарзан и затерянный город;1998;0.10864701754385964912
279645;Разыскивается герой;2007;0.05571424427901307208
463208;Lost Angels: Skid Row Is My Home;2010;0.04008230375228577971
31333;Бандит;2004;0.00169325679665168773
6044;Пегги Сью вышла замуж;1986;2.2990467033748648
463694;Землетрясение;2010;4.0117132933922131
79928;Всадник по имени смерть;2004;0.00112486150343798531
4545;Великая Афродита;1995;0.43123317843698349602
195608;Макс Пэйн;2008;2.4404830286970336
17475;Горец;1986;0.36874997731837311725
2324;Искусство войны;2000;0.50347664376221395701
429257;Киллеры;2010;0.62667313737472888562
2318;Полицейский из Беверли-Хиллз;1984;16.7686058406332926
196611;То, что мы потеряли;2007;0.53165763126600201978
4558;Городская полиция;1997;0.58182365829861005383
195226;Писатели свободы;2006;2.0519401037106887
394365;Верующие;2008;5.4556468069331165
448609;Obituary of the Sun;2010;0.30921176444019542159
13459;Дельго;2008;0.01736954802708401666
421863;Праздничный обед жарким летом;2008;12.6455926400035898
582;Мой мальчик;2002;1.3795092804078007
48776;Индиго;2003;2.3800019252589237
319;Терминатор 3: Восстание машин;2003;2.1668555607338898
7634;Конец романа;1999;0.47077461760923894842
17663;Соблазн;2001;0.39367192223513095785
21716;Мартин Лоуренс: Живьём;2002;6.3949415075601549
494314;Enemies of the People;2009;0.24390109722179773220
6419;Шедевр;2001;0.00973284851581663922
2037;Танцующий с волками;1990;8.3731294625526869
580651;Рок-звезда;2011;0.09035679846553285855
566254;Захватывающее время;2013;2.7418444000000000
4562;Дорогой Боженька;1996;0.32447829854013101398
454671;Я счастлив, что моя мать жива;2009;0.00146687766135229339
19117;Великий мышиный сыщик;1986;2.7589678755239445
424409;Странный случай Анжелики;2010;0.01888359264603152156
3746;Кошмар на улице Вязов 3: Воины сна;1987;8.9586447815577581
642;Претендент;2000;0.89363613440080690916
496944;Чего ждать, когда ждешь ребенка;2012;1.0288050823555998
21983;Пеппи Длинный Чулок;1997;0.04818740445837107563
494452;Смерть в пенсне, или Наш Чехов;2010;0.03193815931754434527
50948;Ганнибал: Восхождение;2006;1.6433976812299078
29573;Все псы попадают в рай;1989;1.9357162027671511
13627;Пути Тэнг;2001;0.47336898495634177024
7604;Отходная молитва;1987;0.23878110729833348880
6665;Джордж из джунглей;1997;1.9138774107693871
21755;Исполнитель желаний;1997;3.1477540905659658
391893;Карамель;2007;7.9983891196255061
102375;Санта Клаус 3;2006;9.2306771841680045
2953;Любовь по правилам и без;2003;3.3341092517024167
189720;Happy Valley;2007;0.13532897500848168220
17119;Мы здесь больше не живем;2004;0.68033800533317320052
2416;Питер Пэн: Возвращение в Нетландию;2002;2.4215129283848592
13132;Глава государства;2003;1.0831036059214271
7360;Лучший стрелок;1986;11.9867068670832347
171922;Точка обстрела;2008;3.7790373196349954
3941;Гориллы в тумане;1988;1.1236581330523978
718558;Горько!;2013;17.0038760000000000
494741;2 дня;2011;0.36187043932500745890
3923;Империя Солнца;1987;0.58522884017160145708
5889;Спонтанное возгорание;1990;0.00915762337946077049
48236;Красавчик Алфи, или Чего хотят мужчины;2004;0.58434802630733262551
6215;Китайские похороны;2001;0.00024839041627745256
61439;Знакомство с Факерами;2004;6.4566630451144925
14917;Без гроша в Беверли Хиллз;1986;4.4381589761637198
104964;Пристрели их;2007;0.68770873179099296870
5187;Временная секретарша;1993;0.42799172571557091543
12197;Короли Догтауна;2005;0.53339012264756128917
648929;Летучий отряд Скотланд-Ярда;2012;0.00560551160334276971
4083;Танец-вспышка;1983;23.2303029260583853
34186;Эльвира: Повелительница тьмы;1988;0.74616889025133516236
4784;В ожидании выдоха;1995;4.1907598262245947
580;8 женщин;2001;0.43226103169301440133
4827;Разрушитель;1993;1.0185222386225880
2001;Изгои;1983;2.5697647227904241
397774;Изобретение лжи;2009;0.99670710132136232829
78124;Последнее копье;2005;1.2128104558059696
450204;Не отпускай меня;2010;0.16231012363429691992
460411;Побеждать;2009;0.04762778332853020449
867;Под подозрением;1999;0.01042247646881192376
425087;Камень желаний;2009;0.72431268840797140932
424248;Мадемуазель Шамбон;2009;0.09778091943816365304
5932;Очень страшное кино;2000;8.2641985140359185
622;Добейся успеха;2000;2.4421071527529220
61410;Ночная тусовка;2004;0.94363897741095573673
279791;Соломон Кейн;2009;0.43625154563336441682
259991;Наша Маша и Волшебный орех;2009;0.21666643744240740486
33503;Огонь и лед;1983;0.63406925660789638442
81736;Рожденный американцем;1986;0.99607338469286079993
4537;Дом большой мамочки;2000;3.9186479482506950
258758;Американское преступление;2007;0.65343745138418295104
3796;Наблюдатель;2000;0.54616254409845469007
301;Матрица;1999;2.7219036713546972
86206;Пила 2;2005;21.7599933667397899
683846;Коктейль;2012;0.15385821276681820710
5056;Гринч – похититель Рождества;2000;2.1141855679970088
23785;Повелитель приливов;1991;2.4929199783467868
5559;Идеальный муж;1999;1.3244981667150304
261819;Гномео и Джульетта;2011;2.2819725909006896
543838;Забойный реванш;2013;0.74518150000000000000
580719;Власть убеждений;2013;0.00333333333333333333
661625;Metallica: Сквозь невозможное;2013;0.18999816666666666667
6508;Сердце дракона;1996;0.90118201641745408045
417855;Повелитель стихий;2010;2.1314258725420364
91825;Первое утро;2003;0.29087948996472992486
6209;Клеймо гражданина;2002;0.50858506077912329787
28564;Тайпан;1986;0.16028999128302097428
402099;Девушка с татуировкой дракона;2009;8.0295705579627624
4301;Во всей красе;2002;1.2564232220395268
416089;Самый лучший фильм 2;2009;1.2845918598629496
259281;Стритрейсеры;2008;1.2021998475694440
279647;Веселый господин;2008;0.06959534765955660199
6429;Ей это нужно позарез;1986;356.8827015063896623
789934;Миссия «Парк»;2013;0.02168160000000000000
6218;Инстинкт;1999;0.42631508740071724463
12150;Пришельцы с Марса;1986;0.40705524238990005925
8673;Собственность дьявола;1997;0.47631497492105357560
3982;Чериш;2002;0.11983400523886356959
81965;Глаз;2008;4.7470538463324871
3776;Кровь и вино;1996;0.04975762312211139630
8051;За гранью;2003;0.12657430276191758406
16934;Высшая лига;1989;4.5270135311234388
485050;The Strip;2009;0.00425516633276332901
511;Эд Вуд;1994;0.32708092446608238490
28176;Повелитель рыб;1997;0.54370795451954585872
462848;Еще один год;2010;0.20738130203664840993
462435;Бульвар спасения;2011;0.00517599027676107644
543;Клерки;1994;116.7106308933148353
78753;Мост в Терабитию;2006;8.0933568565835307
61342;Белый шум;2004;9.1196420335166327
309544;Протагонист;2007;0.01731163693134563177
468571;Starперцы;2013;2.2826488214285714
93507;Going Under;2004;0.07833360141547370114
4205;Бэтмен;1989;7.1768264200119982
2519;Школа рока;2003;2.3217479198440533
75871;Олдбой;2003;4.9933352463157773
578942;Да здравствуют антиподы!;2011;0.00860244987589450506
105013;Бой с тенью 2: Реванш;2007;1.9619833466198256
41934;Потерянный скелет Кадавры;2001;3.5780439121756487
4340;Бей в кость;1999;0.35142274748432419201
408977;Поток: Во имя любви к воде;2008;0.28513754336044354159
3788;Пропавшие миллионы;1994;2.9392419223510851
2359;Био-Дом;1996;0.89517432266507763962
271977;Одна любовь на миллион;2007;0.40602612004250505604
580180;Последняя любовь мистера Моргана;2013;0.00803850000000000000
470154;Космополис;2012;0.03724659069728987118
13130;Эвита;1996;0.90994871716851360540
424579;Семейка Джонсов;2010;0.14757459789918615341
484599;Мужчина нарасхват;2012;0.79441805179229078837
47055;Доказательство;2004;0.37676651955807103435
704;Как отделаться от парня за 10 дней;2003;2.1162674697867727
742;Любовь и баскетбол;2000;1.3729807479449765
860;Вместе;2000;0.61913827189482948954
462154;Потустороннее;2010;2.1049388395569746
12155;Неистребимый шпион;1996;1.4977884135405375
80309;Белая мгла;2009;0.29358966241246615046
4041;Питер Пэн;2003;1.21975010994869996995
2762;Дикий, дикий Запад;1999;0.66944518007418673229
418985;Год без секса;2009;0.00098441521076355713
9529;Пристанище Евы;1997;2.4737314218947212
102143;Никогда не говори «Прощай»;2006;1.6328366181157340
3663;Пианино;1992;5.7368367169387713
477647;Гостья;2013;1.4547971000000000
569860;Солнце и апельсины;2010;0.03188431313958650345
38885;Freeвольная жизнь;2005;0.59218422743744836065
146865;Наедине с ней;2006;0.01078646654094224427
5502;Назад в будущее 2;1989;2.9612500509119062
270562;Disfigured;2008;0.01657438304425946977
395234;Фикс;2008;0.01977896257617870736
566138;Мой самый страшный кошмар;2011;0.45629268494296982251
64021;Зомби по имени Шон;2004;1.8477970297871696
1886;Мосты округа Мэдисон;1995;2.9566882361405268
13085;Шестой игрок;1997;1.3429806987579600
2467;Охотники за привидениями;1984;7.9544041600877269
261821;Ромео и Джульета: Скрепленные поцелуем;2006;0.23150075714486848671
15142;Гамсун;1996;0.00838614125270318444
572772;Добро пожаловать в капкан;2012;0.00082747178536590788
9534;Дерзкий;1994;2.3127473421685554
104926;Прощай, детка, прощай;2007;1.8220894359411048
84333;День, когда я стала женщиной;2000;0.83317247586119832708
483;Бразилия;1985;0.66194231787001784172
8015;Марси Икс;2003;0.08244089354772850336
7355;Лестница Иакова;1990;1.0447540245022709
12261;Холостяк;1999;0.42667135940151458493
35614;Восставший из ада;1987;14.5640291028426313
391277;Потрошители;2009;0.57530909165094379629
779;Паника;2000;0.77913647232333835208
855;Слезы солнца;2003;0.58313168553773716303
77673;Ключ от всех дверей;2005;2.1389492722711647
416248;Земные дни;2009;0.02228976697061803445
402557;Все ещё прекрасно;2008;0.02551277554701466938
24766;Хранительница секретов;2001;0.16231653960737080784
414854;Twisted: A Balloonamentary;2007;0.02811990952877617747
81667;Двенадцатилетние;2005;0.24115978634425075566
195273;Рокки Бальбоа;2006;6.4883370405388149
6052;Ускользающий идеал;1997;0.35251250266427569873
156002;Последний король Шотландии;2006;8.0605869375270537
4132;Шакал;1997;0.91550466635992328913
493194;Опасный метод;2011;0.27312944015906746306
13680;Полуночная чистка;1992;0.30533931534826774083
6354;Призраки бездны: Титаник;2003;1.3108239398693678
47554;Коттон Мэри;1999;0.08555188034421504838
253761;Братья;2009;1.0978521832512852
9207;А как же Боб?;1991;1.8202236943864211
462884;Папа-досвидос;2012;0.82455847367521011314
2352;Каникулы: Прочь из школы;2001;1.5959191930358833
5015;Конфликт путей;1985;3.6842378859926765
7311;Девственницы-самоубийцы;1999;0.54513652108465970448
